"","Count","lng","lat","district","town","Predicty4"
"393",2,121.5938753,25.0775274,"內湖區","紫雲里",1.24706602222258
"394",2,121.5094452,25.0869767,"士林區","社子里",NA
"395",2,121.5358955,25.0491495,"中山區","朱園里",1.13227245512715
"396",2,121.5358955,25.0491495,"中山區","朱園里",1.51892690335267
"397",2,121.5915941,25.0887975,"內湖區","碧山里",1.45157488941219
"398",2,121.590441,25.040127,"南港區","成福里",0.979110819449574
"399",2,121.5757255,25.0772454,"內湖區","港墘里",1.57145538731172
"400",2,121.524983,25.089609,"士林區","義信里",1.20255721237201
"401",2,121.529768,25.1013581,"士林區","名山里",NA
"402",2,121.6132533,25.0679592,"內湖區","五分里",1.26193597299298
"403",2,121.5190847,25.075382,"大同區","重慶里",1.38556045359189
"404",2,121.501421,25.1273617,"北投區","清江里",1.62571252055629
"405",2,121.518604,25.090747,"士林區","後港里",NA
"406",2,121.518604,25.090747,"士林區","後港里",NA
"407",2,121.5587419,25.0365789,"信義區","正和里",1.21600169733791
"408",2,121.5587419,25.0365789,"信義區","正和里",1.56658896600534
"409",2,121.5728026,25.0855357,"內湖區","港華里",1.71965037718463
"410",2,121.5095277,25.0689034,"大同區","鄰江里",NA
"411",2,121.5372404,25.1125064,"士林區","芝山里",1.63817787862442
"412",2,121.517332,25.0566929,"大同區","星明里",NA
"413",2,121.5289937,25.1281751,"北投區","永和里",1.53514779936934
"414",2,121.5084737,25.1143922,"北投區","吉慶里",1.72641572696246
"415",2,121.5456184,25.0406194,"大安區","仁愛里",1.35441110381237
